emp_id,status,location,level,gender,emp_age,rating,mgr_rating,mgr_reportees,mgr_age,mgr_tenure,compensation,percent_hike,hiring_score,hiring_source,no_previous_companies_worked,distance_from_home,total_dependents,marital_status,education,promotion_last_2_years,no_leaves_taken,total_experience,monthly_overtime_hrs,date_of_joining,last_working_date,department,mgr_id,cutoff_date,turnover,mgr_effectiveness,career_satisfaction,perf_satisfaction,work_satisfaction
E12595,Active,Chicago,Analyst,Female,31.01,Above Average,Acceptable,19,37.33,10.05,49548,15,70,Social Media,9,14,4,Single,Bachelors,Yes,1,12.22,10,08/10/2010,NA,Customer Operations,E4051,31/12/2014,0,0.94,0.95,0.95,0.94
E12597,Active,Orlando,Analyst,Male,32.76,Acceptable,Acceptable,7,33.79,4.8,51012,8,70,Walk-In,9,18,5,Single,Bachelors,No,11,14.4,0,24/08/2011,NA,Customer Operations,E7018,31/12/2014,0,0.77,0.79,0.74,0.82
E126,Active,Orlando,Specialist,Male,34.95,Above Average,Below Average,16,40.16,2.81,111864,11,73,Consultant,5,19,7,Married,Bachelors,Yes,18,9.52,0,28/06/2006,NA,Customer Operations,E9972,31/12/2014,0,0.371,0.74,0.48,0.57
E12609,Active,Chicago,Analyst,Male,25.68,Above Average,Acceptable,21,34.73,2.65,54888,15,72,Company Website,5,7,5,Single,Bachelors,No,18,4.72,2,18/05/2012,NA,Customer Operations,E5357,31/12/2014,0,0.79,0.77,0.85,0.8
E12611,Inactive,New York,Analyst,Male,30.66,Acceptable,Acceptable,12,37.75,8.1,54180,10,80,Company Website,3,30,5,Married,Bachelors,No,22,11.05,13,01/05/2009,06/12/2014,Customer Operations,E1614,31/12/2014,1,0.43,0.57,0.43,0.57
E12612,Active,Orlando,Analyst,Female,29.56,Above Average,Acceptable,7,34.31,10.55,55740,14,70,Job Fairs,7,8,2,Married,Bachelors,No,10,11.88,9,20/01/2010,NA,Customer Operations,E6187,31/12/2014,0,0.87,0.97,0.81,0.91
E12616,Active,Orlando,Analyst,Female,27.75,Acceptable,Above Average,15,37.5,15.05,56904,9,70,Walk-In,3,23,3,Single,Masters,No,21,9.6,10,23/12/2009,NA,Customer Operations,E11047,31/12/2014,0,0.602,0.93,0.83,0.82
E12617,Active,Orlando,Specialist,Male,36.52,Acceptable,Above Average,12,33.95,11.65,80064,9,73,Company Website,8,18,4,Married,Bachelors,Yes,18,11.59,10,15/02/2006,NA,Customer Operations,E12245,31/12/2014,0,0.69,0.77,0.54,0.77
E12620,Active,Chicago,Specialist,Male,39.27,Acceptable,Excellent,6,34.88,1.54,128436,12,75,Consultant,3,23,6,Married,Bachelors,Yes,8,16.8,8,13/06/2012,NA,Customer Operations,E13920,31/12/2014,0,0.588,0.84,0.85,0.9
E12627,Inactive,Chicago,Analyst,Male,26.53,Acceptable,Above Average,21,34.69,2.73,46560,10,70,Walk-In,9,26,5,Single,Bachelors,No,24,7.29,1,23/07/2010,30/01/2014,Customer Operations,E4833,31/12/2014,1,0.63,0.95,0.9,0.9
E12642,Active,Orlando,Analyst,Male,25.3,Acceptable,Acceptable,9,32.33,2.86,36420,9,70,Job Fairs,0,21,3,Single,Bachelors,No,12,4.69,1,19/09/2012,NA,Customer Operations,E10429,31/12/2014,0,0.52,0.56,0.5,0.81
E12644,Inactive,Chicago,Specialist,Male,34.81,Acceptable,Above Average,10,35.31,10.96,103056,6,71,Social Media,4,32,7,Married,Bachelors,Yes,32,15.3,2,12/11/2004,02/10/2014,Customer Operations,E9182,31/12/2014,1,0.77,0.9,0.71,0.84
E12658,Active,Chicago,Analyst,Male,33.05,Above Average,Above Average,16,33.68,6.41,58872,9,71,Job Fairs,9,6,7,Married,Bachelors,No,9,13.5,1,29/08/2009,NA,Customer Operations,E12897,31/12/2014,0,0.616,0.86,1,0.95
E12667,Active,Chicago,Analyst,Female,27.36,Acceptable,Acceptable,16,25.89,3.84,53820,9,72,Employee Referral,9,15,5,Single,Bachelors,Yes,14,7.65,5,27/03/2010,NA,Customer Operations,E8030,31/12/2014,0,1,1,1,1
E12668,Active,Chicago,Analyst,Male,25.29,Acceptable,Acceptable,13,25.44,4.32,39936,11,72,Walk-In,3,21,3,Single,Bachelors,No,10,4.97,5,17/08/2011,NA,Customer Operations,E2106,31/12/2014,0,0.7,0.6,0.73,0.78
E12669,Active,New York,Analyst,Male,32.42,Acceptable,Above Average,16,30.08,3.34,55608,7,70,Walk-In,1,10,2,Single,Bachelors,No,24,12.18,6,10/01/2007,NA,Customer Operations,E80,31/12/2014,0,0.574,0.8,0.93,0.84
E12678,Active,Orlando,Analyst,Male,30.29,Acceptable,Acceptable,9,29.31,0.24,75576,7,70,Consultant,4,22,9,Married,Bachelors,No,12,8.16,10,18/01/2012,NA,Customer Operations,E4788,31/12/2014,0,0.98,1,1,0.93
E12679,Active,Chicago,Specialist,Male,28.9,Acceptable,Acceptable,9,33.33,1.6,93348,12,73,Job Fairs,7,17,2,Single,Bachelors,Yes,20,8.8,9,05/09/2012,NA,Customer Operations,E12038,31/12/2014,0,0.65,0.6,0.8,0.6
E1268,Active,Orlando,Analyst,Male,28.73,Excellent,Above Average,9,34.46,8.12,64152,18,71,Job Boards,4,22,3,Single,Bachelors,No,17,9.46,5,10/11/2010,NA,Customer Operations,E126,31/12/2014,0,0.46,0.5,0.6,0.84
E12681,Active,New York,Analyst,Male,30.06,Above Average,Acceptable,5,30.64,4.78,68460,11,71,Employee Referral,2,15,5,Single,Bachelors,No,4,6.48,4,19/10/2011,NA,Customer Operations,E3982,31/12/2014,0,0.86,0.86,0.86,0.97
E12688,Active,New York,Specialist,Female,37.15,Acceptable,Acceptable,18,29.76,0.81,70296,9,74,Consultant,6,21,3,Married,Bachelors,Yes,21,14.44,2,09/09/2009,NA,Customer Operations,E6634,31/12/2014,0,0.427,0.68,0.63,0.73
E12696,Active,Chicago,Analyst,Female,25.12,Acceptable,Acceptable,11,32.78,1.13,38400,9,73,Job Boards,2,10,4,Single,Bachelors,No,10,4.41,3,09/03/2012,NA,Customer Operations,E10774,31/12/2014,0,0.93,1,0.91,0.93
E12697,Inactive,Chicago,Analyst,Female,25.77,Below Average,Above Average,29,32.48,7.2,38760,4,72,Consultant,5,38,4,Single,Bachelors,No,12,7.04,2,24/07/2011,22/10/2014,Customer Operations,E11655,31/12/2014,1,0.567,0.81,0.76,0.74
E12699,Inactive,New York,Analyst,Male,29.93,Acceptable,Acceptable,22,32.64,2.56,43860,7,66,Job Fairs,5,24,8,Single,Bachelors,No,35,7.44,3,16/11/2011,16/01/2014,Customer Operations,E10999,31/12/2014,1,0.434,0.71,0.57,0.84
E127,Inactive,Chicago,Analyst,Male,23.52,Acceptable,Excellent,4,35.99,7.92,36216,6,72,Company Website,6,36,5,Single,Bachelors,No,20,4.86,4,18/07/2012,16/09/2014,Customer Operations,E6655,31/12/2014,1,0.581,0.72,0.84,0.85
E1271,Inactive,Chicago,Analyst,Female,25.71,Acceptable,Acceptable,11,27.36,7.5,38760,5,74,Employee Referral,5,20,4,Single,Bachelors,No,30,4,0,17/08/2011,06/05/2014,Customer Operations,E11245,31/12/2014,1,0.567,0.93,0.71,0.63
E12722,Inactive,Chicago,Analyst,Male,25.92,Acceptable,Acceptable,22,32.19,2.3,53208,12,71,Consultant,0,13,5,Single,Bachelors,No,16,5.84,10,25/03/2011,15/02/2014,Customer Operations,E9022,31/12/2014,1,0.658,1,0.91,0.82
E12740,Active,Chicago,Analyst,Female,30.82,Acceptable,Excellent,12,32.64,2.32,46656,8,70,Walk-In,4,19,3,Single,Bachelors,No,23,11.7,6,15/04/2011,NA,Customer Operations,E1131,31/12/2014,0,0.9,0.93,0.79,0.91
E12741,Active,Orlando,Analyst,Male,30.47,Acceptable,Acceptable,17,31.23,9.19,74532,8,80,Job Boards,7,11,4,Single,Bachelors,No,2,8.28,7,18/01/2012,NA,Customer Operations,E3249,31/12/2014,0,0.69,0.63,0.68,0.8
E12749,Inactive,New York,Analyst,Male,26.98,Acceptable,Above Average,16,30.08,3.34,53928,11,73,Social Media,2,23,7,Single,Bachelors,No,24,6.21,15,07/10/2009,04/12/2014,Customer Operations,E80,31/12/2014,1,0.574,0.8,0.93,0.84
E12750,Active,Orlando,Specialist,Male,29.77,Above Average,Above Average,15,37.5,15.05,68196,13,70,Employee Referral,7,22,3,Single,Bachelors,Yes,0,11.4,9,07/11/2009,NA,Customer Operations,E11047,31/12/2014,0,0.602,0.93,0.83,0.82
E1276,Active,New York,Specialist,Female,30.09,Above Average,Above Average,18,29.78,3.53,79368,15,68,Employee Referral,9,10,5,Single,Bachelors,Yes,7,10.68,8,11/10/2006,NA,Customer Operations,E720,31/12/2014,0,0.7,1,1,0.9
E12765,Inactive,New York,Analyst,Male,26.74,Above Average,Below Average,20,27.61,4.92,68232,10,70,Job Boards,7,26,4,Single,Bachelors,No,20,7.38,5,06/10/2010,20/02/2014,Customer Operations,E7969,31/12/2014,1,0.497,0.9,0.6,0.78
E12766,Active,Orlando,Analyst,Male,29.67,Acceptable,Acceptable,7,34.31,10.55,38784,8,70,Walk-In,7,5,9,Married,Bachelors,No,5,11.16,2,21/12/2011,NA,Customer Operations,E6187,31/12/2014,0,0.87,0.97,0.81,0.91
E12769,Active,Orlando,Specialist,Male,28.82,Below Average,Below Average,3,38.19,1.85,63120,5,81,Job Fairs,2,19,4,Single,Masters,Yes,5,5.72,0,25/11/2009,NA,Customer Operations,E7848,31/12/2014,0,0.64,0.76,0.69,0.76
E12773,Inactive,Chicago,Analyst,Male,26.46,Acceptable,Acceptable,20,31.62,2.03,46200,7,71,Walk-In,4,22,5,Single,Bachelors,No,12,6.64,13,03/02/2010,16/04/2014,Customer Operations,E8403,31/12/2014,1,0.357,0.6,0.4,0.8
E12779,Active,Orlando,Analyst,Male,40.51,Acceptable,Acceptable,9,34.98,2.09,75192,12,80,Walk-In,8,16,3,Single,Bachelors,No,19,17.48,10,17/08/2005,NA,Customer Operations,E10072,31/12/2014,0,0.65,0.67,0.56,0.84
E12793,Active,Chicago,Analyst,Male,25.53,Acceptable,Above Average,18,33.57,4.42,41628,11,71,Consultant,1,20,5,Single,Bachelors,Yes,25,4.48,0,31/08/2011,NA,Customer Operations,E11704,31/12/2014,0,0.399,0.55,0.59,0.83
E12795,Active,Orlando,Specialist,Male,36.05,Acceptable,Acceptable,11,32.3,10.8,91020,7,71,Social Media,2,17,8,Married,Bachelors,Yes,6,11.34,7,01/01/2003,NA,Customer Operations,E11912,31/12/2014,0,0.62,0.67,0.6,0.68
E12801,Active,Orlando,Specialist,Male,34.55,Acceptable,Acceptable,11,34.28,12.95,98940,13,72,Walk-In,4,17,2,Single,Bachelors,Yes,11,11.39,6,25/01/2012,NA,Customer Operations,E5663,31/12/2014,0,0.71,0.78,0.67,0.8
E12806,Active,Orlando,Analyst,Male,28.29,Above Average,Above Average,20,32.7,8.08,70584,9,70,Company Website,6,15,5,Single,Bachelors,No,3,9.9,7,18/05/2011,NA,Customer Operations,E11856,31/12/2014,0,0.69,0.73,0.82,0.67
E12818,Active,Chicago,Specialist,Male,32.13,Acceptable,Acceptable,14,34.98,4.44,87948,11,68,Job Boards,9,23,4,Single,Bachelors,Yes,15,9.1,3,28/06/2006,NA,Customer Operations,E7896,31/12/2014,0,0.9,0.88,1,0.88
E12829,Active,Chicago,Analyst,Female,28.7,Above Average,Excellent,21,29.99,1.61,49536,15,70,Walk-In,0,13,3,Single,Bachelors,Yes,5,9.9,8,29/12/2010,NA,Customer Operations,E2285,31/12/2014,0,0.89,0.87,0.93,0.95
E12836,Active,Orlando,Specialist,Female,30.24,Acceptable,Acceptable,7,33.79,4.8,50856,12,74,Walk-In,8,14,4,Single,Bachelors,Yes,24,12,4,06/07/2011,NA,Customer Operations,E7018,31/12/2014,0,0.77,0.79,0.74,0.82
E12839,Inactive,Chicago,Analyst,Male,26.33,Acceptable,Above Average,14,28.9,6.43,38760,7,73,Employee Referral,1,16,4,Single,Bachelors,No,9,4.48,3,20/07/2011,20/11/2014,Customer Operations,E3606,31/12/2014,1,0.88,0.89,0.83,0.96
E12846,Active,Orlando,Analyst,Male,29.07,Above Average,Above Average,18,27.58,4.57,52260,10,73,Social Media,8,14,3,Married,Bachelors,No,19,10.67,8,12/09/2012,NA,Customer Operations,E11139,31/12/2014,0,0.56,0.9,0.75,0.85
E12849,Active,Orlando,Analyst,Male,32.77,Acceptable,Below Average,10,44.29,13.76,76860,8,70,Company Website,4,8,4,Single,Bachelors,No,23,8.25,3,12/07/2006,NA,Customer Operations,E2359,31/12/2014,0,0.61,0.73,0.45,0.85
E12862,Active,Orlando,Analyst,Male,39.64,Acceptable,Above Average,14,35.83,2.27,78540,9,67,Consultant,8,19,7,Married,Bachelors,No,23,12.98,5,02/03/2005,NA,Customer Operations,E7308,31/12/2014,0,0.567,0.84,0.78,0.86
E12876,Inactive,New York,Analyst,Female,30.09,Above Average,Acceptable,13,40.05,2.29,59496,9,71,Employee Referral,3,11,6,Married,Bachelors,No,21,7.8,2,21/09/2011,04/07/2014,Customer Operations,E6535,31/12/2014,1,0.434,0.77,0.54,0.85
E12878,Active,Orlando,Analyst,Male,34.2,Acceptable,Below Average,5,32.34,10.32,53976,7,70,Job Boards,5,13,3,Single,Bachelors,No,9,8.32,4,11/06/2008,NA,Customer Operations,E6958,31/12/2014,0,0.28,0.44,0.19,0.68
E12888,Active,New York,Analyst,Male,29.68,Excellent,Acceptable,12,33.76,1.27,57372,13,70,Walk-In,1,24,2,Single,Bachelors,No,8,10.56,1,26/10/2011,NA,Customer Operations,E12614,31/12/2014,0,0.47,0.33,0.5,0.87
E12895,Active,Orlando,Specialist,Male,37.25,Above Average,Excellent,8,35.09,2.25,85944,11,82,Consultant,9,9,3,Single,Bachelors,Yes,22,11.21,2,17/08/2005,NA,Customer Operations,E13918,31/12/2014,0,0.99,1,1,1
E12897,Active,Chicago,Specialist,Male,34.18,Above Average,Acceptable,2,35.12,4.44,73584,12,71,Job Boards,6,9,9,Married,Bachelors,Yes,9,11.36,3,12/03/2008,NA,Customer Operations,E14019,31/12/2014,0,0.616,0.88,0.93,0.95
E12900,Inactive,Orlando,Analyst,Male,26.99,Acceptable,Unacceptable,8,27.1,6.14,45048,12,70,Walk-In,4,35,4,Single,Bachelors,No,19,4.5,15,07/12/2009,28/01/2014,Customer Operations,E13935,31/12/2014,1,0.93,0.95,0.91,0.94
E12901,Active,Chicago,Analyst,Male,25.97,Acceptable,Acceptable,15,32.58,2.38,46824,13,74,Company Website,5,17,3,Single,Bachelors,No,12,4.72,10,08/09/2011,NA,Customer Operations,E1454,31/12/2014,0,0.35,0.31,0.44,0.94
E12927,Active,Chicago,Analyst,Male,23.67,Excellent,Acceptable,6,32.98,9.72,43164,13,70,Job Boards,1,19,5,Single,Bachelors,No,20,4.56,8,04/07/2012,NA,Customer Operations,E12308,31/12/2014,0,0.56,0.5,0.5,0.73
E12946,Active,Chicago,Analyst,Male,24.3,Acceptable,Acceptable,6,35.2,8.46,39744,7,74,Job Fairs,7,18,3,Single,Bachelors,No,20,3.48,6,22/03/2012,NA,Customer Operations,E667,31/12/2014,0,0.81,0.88,0.82,0.59
E12955,Inactive,Orlando,Analyst,Male,27.22,Above Average,Excellent,19,32.53,4.31,64920,8,70,Consultant,7,19,2,Single,Masters,No,14,5.04,12,07/11/2009,26/06/2014,Customer Operations,E14033,31/12/2014,1,0.525,0.76,0.6,0.82
E12959,Inactive,New York,Analyst,Male,31.43,Excellent,Acceptable,23,38.99,8.18,60348,16,72,Employee Referral,8,20,4,Single,Bachelors,No,9,7.93,1,07/10/2009,19/02/2014,Customer Operations,E548,31/12/2014,1,0.483,0.77,0.77,0.64
E12961,Inactive,Chicago,Analyst,Male,27.53,Acceptable,Above Average,24,32.68,7,36612,8,71,Walk-In,9,32,6,Single,Bachelors,No,27,7,14,21/12/2011,15/06/2014,Customer Operations,E10863,31/12/2014,1,0.581,0.83,0.83,0.81
E12962,Inactive,New York,Analyst,Male,37.07,Acceptable,Excellent,19,46.93,2.24,70248,9,76,Company Website,7,19,8,Single,Bachelors,No,22,15.39,1,24/06/2004,10/12/2014,Customer Operations,E13961,31/12/2014,1,0.532,0.83,0.77,0.8
E12963,Active,Chicago,Analyst,Male,25.36,Above Average,Above Average,10,30.34,1.23,66828,14,72,Consultant,2,25,5,Single,Bachelors,No,20,4.83,3,30/11/2011,NA,Customer Operations,E12078,31/12/2014,0,0.99,1,1,0.98
E12967,Active,Chicago,Analyst,Female,28.84,Acceptable,Acceptable,16,25.89,3.84,53652,8,70,Company Website,8,9,4,Single,Bachelors,Yes,15,7.59,10,03/12/2010,NA,Customer Operations,E8030,31/12/2014,0,1,1,1,1
E12973,Active,Orlando,Specialist,Male,30.06,Excellent,Acceptable,11,32.49,0.61,95148,19,76,Employee Referral,4,24,3,Single,Bachelors,Yes,13,10.44,1,03/08/2005,NA,Customer Operations,E7906,31/12/2014,0,0.96,1,1,1
E1298,Active,Orlando,Specialist,Male,33.15,Above Average,Above Average,22,33.72,3.57,85920,15,69,Company Website,5,14,5,Married,Bachelors,Yes,7,10.35,7,09/02/2005,NA,Customer Operations,E2339,31/12/2014,0,0.76,0.82,0.79,0.94
E12984,Active,Chicago,Specialist,Female,29.8,Acceptable,Excellent,12,32.64,2.32,87192,11,70,Consultant,0,12,4,Married,Bachelors,Yes,19,6.96,10,12/07/2006,NA,Customer Operations,E1131,31/12/2014,0,0.9,0.93,0.79,0.91
E12988,Active,Chicago,Analyst,Male,25.84,Above Average,Excellent,12,38.38,8.21,45768,9,70,Social Media,4,20,5,Single,Bachelors,No,23,6.8,5,31/08/2011,NA,Customer Operations,E162,31/12/2014,0,0.588,0.83,0.83,0.73
E12989,Active,Chicago,Analyst,Male,25.53,Acceptable,Above Average,7,32.58,10.05,41856,9,70,Job Fairs,3,5,3,Single,Bachelors,No,25,7.68,3,05/08/2011,NA,Customer Operations,E1475,31/12/2014,0,0.85,0.87,0.8,0.87
E12993,Active,New York,Specialist,Female,28.72,Below Average,Excellent,13,33.81,10.13,58836,5,71,Consultant,4,7,8,Married,Bachelors,Yes,21,9.35,1,29/02/2012,NA,Customer Operations,E763,31/12/2014,0,0.95,1,1,0.84
E130,Active,Chicago,Analyst,Male,24.68,Above Average,Excellent,4,35.99,7.92,42828,13,71,Job Boards,3,7,5,Single,Bachelors,No,19,4.41,9,28/12/2011,NA,Customer Operations,E6655,31/12/2014,0,0.581,0.72,0.84,0.85
E13013,Inactive,New York,Analyst,Male,29.13,Acceptable,Acceptable,7,35.67,2.36,47172,9,73,Job Fairs,4,27,6,Single,Bachelors,No,30,10.23,12,07/12/2009,17/02/2014,Customer Operations,E7337,31/12/2014,1,0.57,0.63,0.63,0.9
E13014,Active,Orlando,Analyst,Male,23.57,Above Average,Below Average,6,36.44,1.12,42384,10,71,Social Media,5,14,2,Single,Bachelors,No,0,3.3,10,06/07/2012,NA,Customer Operations,E88,31/12/2014,0,0.72,0.77,0.7,0.84
E1302,Active,Chicago,Analyst,Female,27.56,Excellent,Excellent,14,37.53,1.56,59016,16,74,Employee Referral,3,8,5,Single,Bachelors,No,24,5.4,7,27/01/2012,NA,Customer Operations,E13633,31/12/2014,0,0.546,0.8,0.8,0.92
E13028,Inactive,Chicago,Analyst,Female,23.92,Acceptable,Acceptable,18,33.75,10.45,38760,9,74,Consultant,1,17,5,Single,Bachelors,No,18,3.84,4,28/10/2011,26/06/2014,Customer Operations,E7466,31/12/2014,1,0.441,0.67,0.61,0.8
E13038,Active,Orlando,Analyst,Male,25.25,Acceptable,Below Average,6,36.44,1.12,44232,8,77,Employee Referral,8,18,3,Single,Bachelors,No,3,5.25,9,01/02/2012,NA,Customer Operations,E88,31/12/2014,0,0.72,0.77,0.7,0.84
E13048,Active,Chicago,Analyst,Male,29.01,Acceptable,Acceptable,11,26.68,6.58,53304,7,70,Employee Referral,7,7,8,Married,Bachelors,No,24,8.03,1,09/10/2009,NA,Customer Operations,E12073,31/12/2014,0,0.67,0.71,0.65,0.87
E13050,Active,Chicago,Specialist,Male,29.06,Acceptable,Above Average,14,32.96,10.51,91344,14,73,Walk-In,0,14,2,Single,Bachelors,Yes,25,10.34,1,05/07/2006,NA,Customer Operations,E73,31/12/2014,0,0.98,1,1,0.96
E13072,Inactive,New York,Analyst,Male,33.05,Acceptable,Acceptable,19,39.81,1.52,62484,5,73,Employee Referral,2,14,4,Single,Bachelors,No,24,13.05,0,01/05/2009,30/11/2014,Customer Operations,E6004,31/12/2014,1,0.525,0.89,0.78,0.84
E13090,Active,Orlando,Analyst,Male,24.22,Above Average,Below Average,6,36.44,1.12,44604,14,70,Walk-In,5,21,4,Single,Bachelors,No,1,3.42,2,04/01/2012,NA,Customer Operations,E88,31/12/2014,0,0.72,0.77,0.7,0.84
E13093,Active,Chicago,Analyst,Female,25.7,Below Average,Excellent,21,29.99,1.61,48756,3,71,Employee Referral,3,5,5,Single,Bachelors,No,21,8,6,03/03/2010,NA,Customer Operations,E2285,31/12/2014,0,0.89,0.87,0.93,0.95
E13098,Active,Chicago,Analyst,Female,27.88,Above Average,Acceptable,16,40.46,0.06,64620,10,73,Consultant,6,21,5,Single,Bachelors,No,22,6.8,5,27/01/2012,NA,Customer Operations,E6775,31/12/2014,0,0.72,0.77,0.77,0.77
E13102,Inactive,Chicago,Analyst,Male,26.67,Above Average,Above Average,17,29.83,7.5,51636,11,70,Consultant,7,10,3,Single,Bachelors,No,24,7.65,14,08/10/2010,29/05/2014,Customer Operations,E9523,31/12/2014,1,0.581,0.88,0.88,0.85
E13103,Active,Orlando,Analyst,Male,31.46,Below Average,Above Average,9,29.21,2.27,79920,5,81,Walk-In,7,22,2,Married,Bachelors,No,16,6.89,6,14/02/2007,NA,Customer Operations,E13912,31/12/2014,0,0.95,1,1,0.8
E13109,Active,Chicago,Analyst,Male,25.69,Above Average,Excellent,12,32.64,2.32,91548,15,73,Job Boards,4,20,4,Single,Bachelors,No,19,6.4,6,18/05/2012,NA,Customer Operations,E1131,31/12/2014,0,0.9,0.93,0.79,0.91
E13114,Active,Orlando,Analyst,Male,28.15,Above Average,Acceptable,11,34.28,12.95,75144,15,76,Walk-In,3,8,4,Single,Bachelors,No,6,9.3,8,23/11/2011,NA,Customer Operations,E5663,31/12/2014,0,0.71,0.78,0.67,0.8
E13125,Inactive,Chicago,Analyst,Female,23.47,Unacceptable,Excellent,4,35.99,7.92,35892,0,72,Job Boards,1,15,4,Single,Bachelors,No,32,3.55,0,04/07/2012,02/10/2014,Customer Operations,E6655,31/12/2014,1,0.581,0.72,0.84,0.85
E13131,Inactive,Orlando,Analyst,Male,25.65,Below Average,Acceptable,19,38.02,11.17,40128,5,70,Employee Referral,3,20,4,Single,Bachelors,No,28,7.28,7,23/11/2011,13/11/2014,Customer Operations,E2934,31/12/2014,1,0.595,0.88,0.84,0.9
E13135,Active,Chicago,Analyst,Female,30.94,Above Average,Above Average,21,24.9,4.01,63432,13,71,Consultant,0,15,4,Single,Bachelors,Yes,8,9.23,10,06/09/2009,NA,Customer Operations,E4955,31/12/2014,0,0.6,0.68,0.57,0.75
E13139,Active,Orlando,Analyst,Male,32.44,Acceptable,Acceptable,14,33.71,12.47,71424,9,76,Job Boards,2,19,3,Single,Bachelors,No,11,13.44,3,14/02/2007,NA,Customer Operations,E3643,31/12/2014,0,0.49,0.82,0.71,0.58
E1314,Inactive,Chicago,Analyst,Male,26.03,Acceptable,Above Average,20,31.08,8.51,53028,9,73,Walk-In,7,38,9,Married,Bachelors,No,27,6.08,7,22/10/2010,03/12/2014,Customer Operations,E5424,31/12/2014,1,0.644,0.91,0.9,0.94
E13141,Inactive,Chicago,Analyst,Male,27.11,Unacceptable,Acceptable,21,28.79,6.12,43860,0,73,Employee Referral,1,15,2,Single,Bachelors,No,28,8.37,13,18/05/2012,03/07/2014,Customer Operations,E5812,31/12/2014,1,0.546,0.79,0.71,0.96
E13144,Active,New York,Analyst,Female,27.89,Below Average,Acceptable,5,33.36,12.66,51768,6,70,Job Fairs,6,16,2,Married,Bachelors,No,20,7.3,9,07/03/2012,NA,Customer Operations,E11769,31/12/2014,0,0.89,0.83,0.83,1
E13145,Inactive,Chicago,Analyst,Female,24.92,Acceptable,Acceptable,16,31.41,8.52,33900,10,74,Job Fairs,6,33,5,Single,Bachelors,No,18,4.97,1,17/02/2012,04/09/2014,Customer Operations,E8862,31/12/2014,1,0.413,0.63,0.63,0.8
E13150,Active,Chicago,Analyst,Male,25.93,Above Average,Acceptable,16,25.89,3.84,45840,15,71,Consultant,0,24,4,Single,Bachelors,Yes,1,7.36,7,09/07/2010,NA,Customer Operations,E8030,31/12/2014,0,1,1,1,1
E13154,Inactive,Orlando,Analyst,Male,24.95,Below Average,Acceptable,6,28.57,7.33,47088,6,75,Consultant,8,35,4,Single,Masters,No,22,5.18,15,14/12/2011,15/05/2014,Customer Operations,E12498,31/12/2014,1,0.532,0.88,0.88,0.97
E13175,Active,Chicago,Analyst,Female,28.82,Below Average,Below Average,14,41.68,13.2,44940,3,71,Social Media,6,11,3,Single,Bachelors,No,0,10.01,8,04/03/2011,NA,Customer Operations,E4306,31/12/2014,0,0.6,0.58,0.59,0.87
E13179,Active,Orlando,Analyst,Male,30.68,Acceptable,Above Average,9,34.46,8.12,59184,14,70,Walk-In,8,9,4,Single,Bachelors,No,8,10.79,6,14/10/2009,NA,Customer Operations,E126,31/12/2014,0,0.46,0.5,0.6,0.84
E13185,Active,Chicago,Analyst,Female,25.69,Above Average,Above Average,18,33.57,4.42,41616,15,73,Consultant,9,5,4,Single,Bachelors,No,17,4.96,3,30/03/2012,NA,Customer Operations,E11704,31/12/2014,0,0.399,0.55,0.59,0.83
E13188,Inactive,New York,Analyst,Male,31.73,Below Average,Above Average,18,24.8,3.05,51840,6,70,Social Media,2,28,9,Single,Bachelors,No,1,7.84,3,21/03/2012,13/02/2014,Customer Operations,E3881,31/12/2014,1,0.539,0.83,0.67,0.79
E13192,Active,Orlando,Analyst,Male,27.78,Acceptable,Acceptable,14,37.49,3.46,47376,12,75,Walk-In,7,17,4,Single,Bachelors,No,6,9.8,1,17/11/2010,NA,Customer Operations,E2312,31/12/2014,0,0.73,0.8,0.8,0.96
E132,Active,Orlando,Analyst,Male,40.92,Above Average,Above Average,8,39.38,11.4,82176,14,82,Employee Referral,1,20,3,Single,Bachelors,No,21,17.02,4,03/08/2005,NA,Customer Operations,E10081,31/12/2014,0,0.8,0.82,0.73,0.84
E13211,Active,New York,Analyst,Male,30.02,Above Average,Above Average,18,29.78,3.53,49068,13,70,Job Boards,7,23,3,Single,Bachelors,No,18,11.52,9,16/11/2011,NA,Customer Operations,E720,31/12/2014,0,0.7,1,1,0.9
E13213,Inactive,Orlando,Analyst,Male,27.93,Acceptable,Acceptable,12,46.96,3.5,43560,6,71,Job Boards,4,33,5,Single,Masters,No,8,5.1,1,30/03/2011,18/09/2014,Customer Operations,E1348,31/12/2014,1,0.56,0.81,0.79,0.81
E13215,Active,New York,Analyst,Male,30.68,Acceptable,Acceptable,15,35.56,2.17,81396,14,70,Job Fairs,5,7,5,Single,Bachelors,No,5,6.89,2,10/02/2012,NA,Customer Operations,E5095,31/12/2014,0,0.609,0.8,1,0.85
E13217,Active,Chicago,Analyst,Female,24.84,Acceptable,Above Average,17,34.09,11.3,44184,14,72,Walk-In,0,5,4,Single,Bachelors,No,22,4.2,1,30/03/2012,NA,Customer Operations,E1003,31/12/2014,0,0.76,0.76,0.71,0.82
E13218,Active,New York,Analyst,Male,34.79,Above Average,Acceptable,18,29.76,0.81,81468,11,65,Employee Referral,8,12,2,Single,Bachelors,No,7,10.37,10,09/03/2006,NA,Customer Operations,E6634,31/12/2014,0,0.427,0.68,0.63,0.73
